Structure;Index;Name;Visible;Tagged;Visibility Locked;Color;Calculate Charges;Number of Atoms;Molecular Formula;Molecular Composition;Molecular Weight;Exact Mol. Weight;Net Formal Charge;SourceTag;Compound;# Confs.;Matching Features;Score;Best Match;Pharmacophore-Fit Score;Source Database;Active/Decoy;mol index;Pharmacophore fit Score;Mol. Index
;11;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;1801581-14-5 (R);500;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;38.1044;Model-1-2-1;38.1;DHC_full.ldb;unknown;;;
;12;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;1801581-16-7 (RS);500;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;35.8547;Model-1-2-1;35.85;DHC_full.ldb;unknown;;;
;13;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;163860-19-3;500;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;38.5298;Model-1-2-1;38.53;DHC_full.ldb;unknown;;;
;14;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;1801581-16-7 (SR);500;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;35.2869;Model-1-2-1;35.29;DHC_full.ldb;unknown;;;
;15;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;1801581-16-7 (SS);500;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;36.8911;Model-1-2-1;36.89;DHC_full.ldb;unknown;;;
;16;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;180995-55-5 (R);500;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;36.4544;Model-1-2-1;36.45;DHC_full.ldb;unknown;;;
;17;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;1883337-95-8 (S);478;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;38.0276;Model-1-2-1;38.03;DHC_full.ldb;unknown;;;
;18;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;1802513-27-4;500;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;34.4387;Model-1-2-1;34.44;DHC_full.ldb;unknown;;;
;19;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;1883337-95-8 (R);500;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;35.1604;Model-1-2-1;35.16;DHC_full.ldb;unknown;;;
;20;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;180995-55-5 (S);500;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;38.0224;Model-1-2-1;38.02;DHC_full.ldb;unknown;;;
;21;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;202535-12-4 (S);500;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;37.0562;Model-1-2-1;37.06;DHC_full.ldb;unknown;;;
;22;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;188438-69-9;392;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;36.4387;Model-1-2-1;36.44;DHC_full.ldb;unknown;;;
;23;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;188438-71-3;357;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;36.4387;Model-1-2-1;36.44;DHC_full.ldb;unknown;;;
;24;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-317364-65-1-and-317364-71-9-model-4;202535-12-4 (R);500;H:13104679550553991|H:13104679677197392|HBA:13104679678023673;35.3056;Model-1-2-1;35.31;DHC_full.ldb;unknown;;;
