Structure;Index;Name;Visible;Tagged;Visibility Locked;Color;Calculate Charges;Number of Atoms;Molecular Formula;Molecular Composition;Molecular Weight;Exact Mol. Weight;Net Formal Charge;SourceTag;Compound;# Confs.;Matching Features;Score;Best Match;Pharmacophore-Fit Score;Source Database;Active/Decoy;mol index;Pharmacophore fit Score;Mol. Index
;308;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;1883337-95-8 (R);500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;47.5012;Model-1-1;47.5;DHC_full.ldb;unknown;;;
;309;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;19253-17-9;255;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;47.2576;Model-1-1;47.26;DHC_full.ldb;unknown;;;
;310;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;196863-37-3;309;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;45.5334;Model-1-1;45.53;DHC_full.ldb;unknown;;;
;311;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;188438-71-3;357;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;46.4214;Model-1-1;46.42;DHC_full.ldb;unknown;;;
;312;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;188438-72-4;361;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;46.5517;Model-1-1;46.55;DHC_full.ldb;unknown;;;
;313;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;202535-12-4 (R);500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;46.0751;Model-1-1;46.08;DHC_full.ldb;unknown;;;
;314;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;202535-12-4 (S);500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;45.5261;Model-1-1;45.53;DHC_full.ldb;unknown;;;
;315;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;19445-32-0 (R);500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;45.8382;Model-1-1;45.84;DHC_full.ldb;unknown;;;
;316;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;19445-32-0 (S);500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;45.3786;Model-1-1;45.38;DHC_full.ldb;unknown;;;
;317;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;1810049-80-9;500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;44.6479;Model-1-1;44.65;DHC_full.ldb;unknown;;;
;318;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;1609489-49-7;500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;46.7934;Model-1-1;46.79;DHC_full.ldb;unknown;;;
;319;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;188438-69-9;392;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;45.5049;Model-1-1;45.5;DHC_full.ldb;unknown;;;
;320;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;2032374-16-4;500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;46.8035;Model-1-1;46.8;DHC_full.ldb;unknown;;;
;321;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;2032374-43-7;500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;45.3497;Model-1-1;45.35;DHC_full.ldb;unknown;;;
;322;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;19445-31-9 (S);500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;45.1529;Model-1-1;45.15;DHC_full.ldb;unknown;;;
;323;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;19445-31-9 (R);500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;46.2306;Model-1-1;46.23;DHC_full.ldb;unknown;;;
;324;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;2032374-54-0;500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;45.0523;Model-1-1;45.05;DHC_full.ldb;unknown;;;
;325;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;2032374-41-5;257;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;45.8609;Model-1-1;45.86;DHC_full.ldb;unknown;;;
;326;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;2032374-35-7;401;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;46.363;Model-1-1;46.36;DHC_full.ldb;unknown;;;
;327;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;205109-23-5 (S);500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;47.1878;Model-1-1;47.19;DHC_full.ldb;unknown;;;
;328;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;205109-24-6 (R);500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;45.3867;Model-1-1;45.39;DHC_full.ldb;unknown;;;
;329;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;2055142-01-1;500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;46.0696;Model-1-1;46.07;DHC_full.ldb;unknown;;;
;330;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;false;false;false;255 255 255 255;false;;;;;;;17b-HSD3-LS3-1-Harada-2012-19-Fink-18m-model-7;205109-24-6 (S);500;H:13111874231359991|H:13111874325853532|HBA:13111874326577653|HBD:13111874327187604;47.1382;Model-1-1;47.14;DHC_full.ldb;unknown;;;
