Structure,Index,Name,Visible,Tagged,Visibility Locked,Color,Calculate Charges,Number of Atoms,Molecular Formula,Molecular Composition,Molecular Weight,Exact Mol. Weight,Net Formal Charge,AbsoluteEnergy,ConfNumber,RelativeEnergy,11b-HSD-1-refinedX005-1-HBA-model4new,11b-HSD-triterpenes-common-features,11b-HSD1-X005-1-HBA-ohneShape-model4,11b-HSD1-X005-1-model1,11b-HSD2-refinedX005-2-model2new,17b-HSD3-DS-model-1-X007-1,17b-HSD3-DS-model-2-X007-31,17b-HSD4-quercetin-Wetzel-final,17b-HSD4-Quercetin-Wetzel-HBA-F-model3-2,17b-HSD4-Quercetin-Wetzel-HBA-F-model8-1,17b-HSD5-1ry8-rut-1.60-x-1,17b-HSD5-1s2c-flf-1.80-x-1-s,17b-HSD5-1s2c-flf-1.80-x-1,17b-HSD5-1s2c-flf-1.80-x-2-s,17b-HSD5-1zq5-e04-1.30-x-2-s,17b-HSD5-2f38-15m-2.00-x-1-s,17b-HSD5-X009-2,17b-HSD7-Fiala-DS-shapemodell_30,17b-HSD7-Fiala-DS-shapemodell_42,17b-HSD7-Fiala-DS-shapemodell_49,5-LO-N004-1,5-LO-N004-2,5-LO-W001-5,AChE-1acj-tha-HBA-vers,AChE-GNT-Hypo1-shape,AChE-X015-1,aromatase-X006-1,aromatase-X006-2,aromatase-X006-3,COX-1-X017-1,CYP2D6-quant-X012-1,CYP2D6-X012-3,CYP2D6-X012-42,FXR-1osh-fex-1.78-d-1,FXR-1osh-fex-1.78-d-2,FXR-3bej-muf-1.90-x-2-s,FXR-3bej-muf-1.90-x-2,FXR-3fli-33y-2.00-x-1-s,FXR-3fli-33y-2.00-x-1,FXR-X008-1,GR-1nhz-486-2.30-T-2,GR-1nhz-486-2.30-T-3,GR-1nhz-486-2.30-T-4,GR-1nhz-486-2.30-T-5,GR-1p93-dex-2.70-T-1,GR-3bqd-day-2.50-T-1,GR-3bqd-day-2.50-T-2,GR-3cld-gw6-2.84-T-1,GR-3e7c-866-2.15-T-1,GR-T001-1,GR-T001-2,GR-T001-3,GR-T002-1,GR-T002-2,GR-T003-1,GR-T007-1,GR-T008-1,GR-T009-1,GR-T010-1,GR-T011-1,GR-T012-1,GR-T013-1,GR-T014-1,GR-T017-1,IKK2-3rzf-xnm-4.00-n-1,IKK2-N001-6,LXR-1pq6,LXR-1pqc,LXR-1uhl,LXR-1upv,LXR-1upw,LXR-2acl,LXR-3fal,LXR-3fc6,model_DS4,mPGES-1-Hypo_62_01-non-acidic,mPGES-1-X019-2,MR-2a3i-c0r-1.95-Z-1,MR-2aa2-as4-1.95-Z-1,MR-2aa2-as4-1.95-Z-2,MR-2oax-snl-2.29-Z-1,MR-Z001-1,MR-Z001-2,MR-Z002-1,MR-Z002-2,NFkB-DNA-site-N003-1,p38-MAPK-1a9u-sb2-800mod1_h,p38-MAPK-1bl6-sb6-800mod1_h,p38-MAPK-1bmk-sb5-800mod1_ha,p38-MAPK-1ouk+shape,p38-MAPK-1wbvneu+shape,p38-MAPK-2rg6-3cg2+shape,p38-MAPK-3dt1-3ctq+shape,PPARa-1i7g-az2-2.24-x-1,PPARa-1k7l-544-2.50-p-1-s,PPARa-1k7l-544-2.50-p-1,PPARa-1kkq-471-3.00-x-1,PPARa-P007-1,PPARd-1gwx-433-2.50-p-1-s,PPARd-1gwx-433-2.50-p-1,PPARd-1y0s-331-2.65-p-1-s,PPARd-1y0s-331-2.65-p-1,PPARd-1y0s-331-2.65-p-2-s,PPARd-2j14-gni-2.80-p-1-s,PPARg-1fm6-brl-2.10-p-1-s,PPARg-1fm6-brl-2.10-p-1,PPARg-1fm9-570-2.10-x-1,PPARg-1fm9-570-2.10-x-2,PPARg-1i7i-az2-2.35-x-1,PPARg-1k74-544-2.30-p-1-s,PPARg-1knu-ypa-2.50-p-1-s,PPARg-1knu-ypa-2.50-p-2-s,PPARg-1nyx-drf-2.65-p-1-s,PPARg-1nyx-drf-2.65-p-1,PPARg-1nyx-drf-2.65-p-2-s,PPARg-1wm0-plb-2.90-p-1-s,PPARg-1zeo-c01-2.50-p-1-s,PPARg-1zeo-c01-2.50-p-1,PPARg-1zgy-brl-1.80-p-1-s,PPARg-2ath-3ea-2.28-p-1-s,PPARg-2f4b-eha-2.07-p-1-s,PPARg-2fvj-ro0-1.99-p-1-s,PPARg-2g0g-sp0-2.54-p-1-s,PPARg-2g0g-sp0-2.54-p-1,PPARg-2g0h-sp3-2.30-p-1-s,PPARg-2gtk-208-2.10-p-1-s,PPARg-2hfp-nsi-2.00-p-1-s,PPARg-2prg-brl-2.30-p-1-s,PPARg-2prg-brl-2.30-p-1,PPARg-2q59-240-2.20-p-1-s,PPARg-4prg-072-2.90-p-1-s,PPARg-P002-1,PTP1b-1bzj-pic-2.25-d-1,PTP1b-1c84-761-2.35-d-1,PTP1b-1c85-oba-2.72-d-1,PTP1b-1c86-opa-2.30-d-1,PTP1b-1c87-opa-2.10-d-1,PTP1b-1c88-ota-1.80-d-1,PTP1b-1ecv-878-1.95-d-2,PTP1b-1gfy-col-2.13-d-1,PTP1b-2bgd-t1d-2.40-d-1,PTP1b-2cnf-f32-2.20-d-1-s,PTP1b-2cnf-f32-2.20-d-1,PTP1b-2cng-ize-1.90-d-1,PTP1b-2cni-izf-2.00-d-1-s,PTP1b-2cni-izf-2.00-d-1
,11,1088-08-0,false,false,false,255 255 255 255,false,,,,,,,33.5126,1,6.50492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12,113866-89-0,false,false,false,255 255 255 255,false,,,,,,,55.9797,1,19.8171,0.401274,0,0.436749,0,0.144576,0,0,2.22025e-005,0,0.336996,0,0,0,0,0,0,0,0,0,0,0.158974,0.453005,0.804392,0,0,0,0,0.854337,0,0.483457,0.412752,0.882872,0,0,0,0,0,0.245893,0.245893,0.395792,0,0,0,0.00772347,0,0.2956,2.10306e-007,0,0.299227,0.0608275,0.0716093,0.665018,0,0,0,0,0,0,0,0,0,0,0.010304,0,0.0517901,0.154277,0.481931,0.0355776,0,0,0.0208721,0.00459122,0,0,0,0,0,0.543517,0,0.0139285,0.012881,0.016864,0,0.0716093,0.665018,0.843207,0.0732686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973543,0.000950528,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6425e-005,5.6425e-005,0,0,0,0.258362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,13,113900-91-7,false,false,false,255 255 255 255,false,,,,,,,60.9592,1,19.9304,0.257744,0,0.263894,0,0.279076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577036,0.0123151,0.842123,0,0,0,0,0.774075,0,0.681472,0.383692,0.928536,0,0,0.00080637,0,0,0.488691,0.488691,0.335637,0,0,0,0.142435,0,0,0.00950011,0,0,0.00443101,0.00145025,0.740209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00739286,0,0,0.182952,0.00794626,1.1228e-007,0,0,0.537842,0,0.413416,0,0.0201952,0.179659,3.72502e-009,0,0.00145025,0.740209,0,2.75448e-005,0,0,0,0,0,0,0,0,0,0.0670495,0,0,0.00280323,0,0,0.00133703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305677,0.0265021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,14,116980-99-5,false,false,false,255 255 255 255,false,,,,,,,80.0624,1,19.9879,0.257277,0,0.257277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823204,0,0.376266,0,0.438863,0,0,0,0,0,0,0,0.201482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15,117614-80-9 (R),false,false,false,255 255 255 255,false,,,,,,,50.645,1,19.672,0,0,0,0,0,0,0,0.00746961,0.000724654,0.17236,0,0,0,0.361123,0,0,0,0,0,0,0,0,0.925512,0,0.728872,0,0,0.689726,0,0.28557,0.544398,0.705542,0,0,0,0,0.120783,0,0,0,0,0,0,0,0,0,0.0180828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842507,0,0,0,0,0,0,0,0,0,0,0,0.396364,0,0.213793,0.504433,0.0247387,0,0,0,0,0.31966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16,117614-82-1 (R),false,false,false,255 255 255 255,false,,,,,,,50.2153,1,19.8205,0,0,0,0,0,0,0,0,2.15137e-010,0.228592,0,0,0,0.586185,0,0,0,0,0,0,0,0,0.795604,0,0.580785,1.47782e-011,0,0.653309,0,0.177593,0.661115,0.699827,0,0,0,0,1.74783e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220004,0,0,0,0,0,0,0,0,0,0,0,0.327729,0,0.0609856,0.161976,0.0679091,0,0,0,0,0.336415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17,1177716-02-7,false,false,false,255 255 255 255,false,,,,,,,67.8836,1,19.9309,0,0,0,0,0,0,0,2.04041e-021,8.21418e-007,0.178253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759865,0.683932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,18,117842-21-4,false,false,false,255 255 255 255,false,,,,,,,70.2282,1,19.9418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413128,0,0,0.490631,0,0.906486,0.0876487,0.889085,0,0,0,0,0,0.212115,0.212115,0.462528,0,0,0,0,0,0,0,0,0,0,0,0.155835,0.637523,0.151133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207503,0,0.255018,0.34753,0.211393,0,0,0,0,0,0,0,0,0,0,0,0.155835,0,0,0.0202307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326078,0.0326078,0,0,0,0,0,0,0.00365556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,19,1196133-44-4,false,false,false,255 255 255 255,false,,,,,,,53.669,1,19.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815411,0,0,0.552166,0,0.67227,0.191441,0.879404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,20,1198475-52-3,false,false,false,255 255 255 255,false,,,,,,,68.9023,1,19.505,0.360898,0,0.360898,0,0,0,0,0,0,0,0,0,0,0.419512,0,0,0,0,0,0,0,0.0458046,0.844099,0,0,0,0,0.773001,0,0.965431,0.631467,0.812198,0,0,0,0,0.0253261,0.317584,0.317584,0.231747,0.00933532,0,0,0.123504,0,0,0,0,0,0.284554,0.128045,0.446943,0,0,0,0,0,0.00160005,0,0,0,0,0,0,0,0,0.0460032,0.0472905,0.310935,0,0.13604,0.0241932,0.0326924,0,0,0,0,0.212616,0,0.558094,0.321558,0,0,0.128045,0.446943,0,0,0.0604223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246593,0.0246593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,21,1198475-53-4,false,false,false,255 255 255 255,false,,,,,,,62.2089,1,19.9859,0.44008,0,0.44008,0,0,0,0,0,0,0.00410464,0,0,0,0.154539,0,0,0,0,0,0,0,0,0.704392,0,0.831303,0,0,0.749712,0,0.945867,0.571592,0.896772,0,0,0,0,0.154377,0.119722,0.119722,0.41944,6.41876e-006,0,0,0,0,0,0.179991,0,0,0.315824,0.326158,0.415036,2.49179e-005,0,0,0,0,0,0,0,0,8.28747e-005,0.109459,0,0,0,0.108776,0.109994,0,0,0.623616,0.457774,0.266434,0,0,0,0,0.0836483,0,0,0,0.00147388,0,0.326158,0.415036,0,0,0.16783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182841,0.182841,0,0,0,0,0,0,0,0.000446365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22,1208232-15-8,false,false,false,255 255 255 255,false,,,,,,,60.6682,1,19.9777,0,0,0,0,0,0,0,0,1.5869e-012,0.0061075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678645,0.628203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630097,0.523133,0.0821684,0.684,0.65336,0,0.127838,0,0,0,0,0,0
,23,121781-36-0,false,false,false,255 255 255 255,false,,,,,,,93.2087,1,19.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424658,0,0.589451,0,0,0.786936,0,0.326166,0.431648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416717,0,0.137092,0.221584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24,121781-37-1 (RR),false,false,false,255 255 255 255,false,,,,,,,94.6244,1,16.1126,0,0,0.354035,0,0.336676,0.258906,0,0,0,0,0,0,0,0,0,0,0,0,0.028707,0,0.215399,0,0,0,0,0,0,0.864085,0.6059,0.769779,0,0,0,0,0,0,0,0,4.38608e-006,0.661588,0,0,0,0.236248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146804,0,0,0,0,0,0,0,0,0,0.0309606,0,0.113183,0,0,0,0,0,0,0.453399,0,0.143308,0.360857,0,0,0,0,0,0,0.0144599,0,0,0,0,0,0,0,0,0.0803902,0,0,0.00544987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76456e-007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,25,1222818-87-2,false,false,false,255 255 255 255,false,,,,,,,58.195,1,19.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393388,0,0.879621,0.105689,0.944273,0,0,0,0,0,0.0725402,0.0725402,0.404019,0,0,0,0,0,0,0,0,0,2.33174e-005,0.0288372,0.368911,0,0.0446962,0,0.00411068,0,0,0,0,0,0,0,0,0,0,0,0.294927,0,0,0.407499,0.199568,0.0808605,0,0,0,0,0,0,0,0,0,0,0.0288372,0.368911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829399,0.0829399,0,0,0,0,0.157845,0.157845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26,122585-63-1,false,false,false,255 255 255 255,false,,,,,,,61.5192,1,19.988,0.515067,0,0.515067,0.107669,0.348945,0.144127,0,0,0,0.00108663,0,0,0,0,0,0,0,0,0,0,0.148858,0.303656,0.875081,0,0,0,0,0.773232,0,0.570938,0.664331,0.877126,0,0,0,0,0.215003,0.433805,0.433805,0.388966,0,0,0,0.384909,0,6.93175e-006,0,2.59367e-006,0.000561731,0,0,0.662438,0,0,0,0,0,0,0,0,0,0,0,0,0.185974,0.0203483,0,0.0240432,0.0544916,0,0.13664,0.0136299,4.85429e-007,0,0,0.15248,0,0.56821,0,0.389138,0.462718,0.137617,0,0,0.662438,0,0.519649,0,0,0,0,0,0,0,0,0,0.00481742,0,0,0.00121907,0,0,0.00759204,0,0.00252871,0.00252871,0,0,0,0,0,0,0,0,0,0,0.010696,0.010696,0,0,0,0.160308,0,0,0,0.180796,0,0,0,0.0163199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,27,123134-05-4,false,false,false,255 255 255 255,false,,,,,,,63.9074,1,19.9285,0.479101,0,0.479101,0.166121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853576,0.220976,0.636253,0,0,0,0,0.767871,0,0.903656,0.494569,0.922568,0,0,0,0,8.26159e-006,0.0976331,0.0976331,0.534106,0,0,0,0,0,0,0.0282503,0,0,0,0.00074264,0.480091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09146e-008,0,3.8662e-008,0,0,0.548725,0,0.155755,0,0.00409471,0,0,0,0.00074264,0.480091,0,0.0525711,0.0703789,0,0,0,0,0,0,0,0,0.0459067,0,0.0587234,0.226162,0.000731559,0.0170411,0.0371345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341189,0,0,0.153002,0,0.0381662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,28,125574-35-8,false,false,false,255 255 255 255,false,,,,,,,56.6937,1,19.9398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4609,0,0,0.41495,0,0.563757,0.353976,0.883865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774989,0.0774989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,29,125574-36-9,false,false,false,255 255 255 255,false,,,,,,,56.3855,1,19.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20678,0,0,0.606416,0,0.648769,0.470222,0.880193,0,0,0,0,0,0.194406,0.194406,0,0,0,0,0,0,0,0,0,0.320714,0,0,0.211591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828987,0,0,0,0,0.00273005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336535,0.0336535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30,1263062-45-8,false,false,false,255 255 255 255,false,,,,,,,55.2125,1,21.0485,0,0,0,0,0,0,0,9.17198e-008,0.00365075,0.395851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436394,0.761662,0.522047,0.07029,0.398008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3854e-006,0,0,0,0,0,0,0,0,0.27618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00859374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,31,1265619-21-3,false,false,false,255 255 255 255,false,,,,,,,54.3837,1,19.8139,0,0,0,0,0,0,0,0.00862186,5.49425e-007,0.167596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474768,0.793561,0.522398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32,130893-62-8,false,false,false,255 255 255 255,false,,,,,,,56.8183,1,19.6746,0.132909,0,0.561777,0.594344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255666,0.437418,0,0.568002,0,0,0.724924,0,0.894742,0.555215,0.886328,0,0,0,0,0.299664,0,0,0.277538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136672,0,0,0,0,0,0,0,0,0,0,0,0,0.000622101,0.0194333,0,0,0.0146035,0.160373,0,0,0,0,0,0.331957,0,0.475822,0.102799,0,0,0,0,0.577839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134738,0,0,0,1.46742e-005,1.46742e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,33,1320346-19-7,false,false,false,255 255 255 255,false,,,,,,,52.1787,1,19.7388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612541,0,0,0.460899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94718e-005,0,0,0,0,0,0,0,0,0.0246656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,34,133347-38-3 (R),false,false,false,255 255 255 255,false,,,,,,,36.5797,1,10.5598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145155,0,0.499541,0,0,0.228352,0,0,0.201827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,35,135383-81-2,false,false,false,255 255 255 255,false,,,,,,,38.582,1,7.93388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,36,137196-97-5,false,false,false,255 255 255 255,false,,,,,,,79.4635,1,19.4518,0,0,0,0,0,0,0,0,2.11542e-005,4.97403e-008,0,0,0,0,0,0,0,0,0,0,0,0.14543,0,0,0,0,0.355347,0.820095,0.355347,0.862171,0,0.62496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446108,0,0,0,0,0,0,0.281203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,37,1379647-91-2,false,false,false,255 255 255 255,false,,,,,,,64.5714,1,19.9595,0,0,0,0,0.137508,0,0.200696,3.04636e-006,8.05432e-005,0.129708,0,0,0,0,0,0,0,0,0,0,0,0,0.7509,0,0,0,0,0.836324,0.623958,0,0.479943,0.599152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176779,6.2357e-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022627,0,0,0,0,0,0,0,0,0,0,0,0.265896,0,0.135884,0.16647,0,0,0,0,0,0,0,0,0,0,0,0,0.0267125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,38,1379647-92-3,false,false,false,255 255 255 255,false,,,,,,,65.563,1,19.9905,0,0,0,0,0.413528,0,0,0.00916233,1.35462e-013,0.346797,0,0,0,0,0,0,0,0,0,0,0,0,0.477325,0,0,0,0,0.748963,0.645157,0.140928,0.384673,0.751701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440682,0,0,0,0,0,0.00590209,0,0,0,0,0,0.0969988,0,0.111451,0.106368,0,0,0,0,0,0,0,0,0,0,0,0,0.110309,0,0,0,0,0,0,0,0,0,0,0,1.32145e-005,0,9.53382e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
