Abacopterin L;COc1ccc(cc1)C(=O)CCc2c(O)c(C)c(O)c(C)c2O[C@@H]3O[C@H](COC(=O)C)[C@@H](O)C(O)C3O
Acumitin;Oc1ccccc1Cc2c(O)c(C(=O)CCc3ccccc3)c4Oc5ccccc5C(=O)c4c2O
Adunctin A;COc1cc(O)c(C(=O)CCc2ccccc2)c(O[C@]3(CCC(=CC3)C)C(C)C)c1
Adunctin C;COc1cc(O)c(C(=O)CCc2ccccc2)c3O[C@@]4(CC[C@@H](C=C4)C(C)C)Cc13
Adunctin D;COc1cc(O)c(C(=O)CCc2ccccc2)c3O[C@@]4(CC[C@H](C=C4)C(C)C)Cc13
Adunctin E;COc1cc(O)c(C(=O)CCc2ccccc2)c3O[C@H]4[C@H]([C@@H](CC[C@]4(C)OO)C(C)C)c13
Amoenin A;OCC1O[C@H](O[C@H]2C(O)[C@H](O)C(CO)O[C@H]2Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)[C@H](O)C(O)[C@@H]1O
Angoluvarin;COc1cc(O)c(Cc2cc(Cc3ccccc3O)ccc2O)c(O)c1C(=O)CCc4ccccc4
Anguvetin;COc1c(C)c(O)c(Cc2ccccc2O)c(O)c1C(=O)CCc3ccccc3
Asebogenin;COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(O)c1
Asebotin;COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(O[C@@H]3OC(CO)[C@@H](O)C(O)[C@@H]3O)c1
Aspalathin;OCC1O[C@H]([C@H](O)C(O)[C@@H]1O)c2c(O)cc(O)c(C(=O)CCc3ccc(O)c(O)c3)c2O
Balsacone A;COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(O)c1C\C=C\c3ccc(O)cc3
Balsacone B;COc1ccc(CCC(=O)c2c(O)cc(O)c(C\C=C\c3ccc(O)cc3)c2O)cc1
Balsacone C;Oc1ccc(\C=C\Cc2c(O)cc(O)c(C(=O)CCc3ccccc3)c2O)cc1
Balsacone P;Oc1ccc(\C=C\C[C@H]2Cc3c(O[C@@H]2c4ccc(O)cc4)cc(O)c(C(=O)CCc5ccccc5)c3O)cc1
Bidenoside B;COc1cc(OC)c(C(=O)CCc2ccc(O[C@@H]3OC(CO)[C@@H](O)C(O)[C@@H]3O)cc2)c(OC)c1
Bipinnatone A;CC(=CCC\C(=C\CC\C(=C\Cc1cc(CCC(=O)c2c(O)cc(O)cc2O)ccc1O)\C)\C)C
Bipinnatone B;CC(=CCC\C(=C\Cc1cc(CCC(=O)c2c(O)cc(O)cc2O)ccc1O)\C)C
Brackenin;Oc1ccc(CC(C(Cc2ccc(O)cc2)C(=O)c3ccc(O)cc3O)C(=O)c4ccc(O)cc4O)cc1
Calomelanen;COc1ccc(CCC(=O)c2c(O)cc(OC)cc2O)cc1
Calomelanol A;COc1ccc(CCC(=O)c2c(O)cc(O)c3C(CC(=O)Oc23)c4ccccc4)cc1
Calomelanol B;Oc1ccc(CCC(=O)c2c(O)cc(O)c3C(CC(=O)Oc23)c4ccccc4)cc1
Calomelanol C;Oc1ccc(cc1)C2CC(=O)Oc3c2c(O)cc(O)c3C(=O)CCc4ccccc4
Carambolaside A;CC1O[C@H]([C@@H](O)C(O)[C@H]1O)c2c(O)cc(O)c(C(=O)CCc3ccc(O)cc3)c2O
Carambolaside B;OCC1O[C@H]([C@@H](OC(=O)\C=C\c2ccccc2)C(O)[C@H]1O)c3c(O)cc(O)c(C(=O)CCc4ccc(O)cc4)c3O
Carambolaside C;CC1O[C@H]([C@@H](O)C(O)[C@H]1O[C@@H]2OC(CO)[C@@H](O)C(O)[C@@H]2O)c3c(O)cc(O)c(C(=O)CCc4ccc(O)cc4)c3O
Carambolaside D;CC1O[C@H]([C@@H](OC(=O)\C=C\c2ccccc2)C(O)[C@H]1O[C@@H]3OC(CO)[C@@H](O)C(O)[C@@H]3O)c4c(O)cc(O)c(C(=O)CCc5ccc(O)cc5)c4O
Carambolaside E;CC1O[C@@H](OC2[C@@H](O)C(C)O[C@H]([C@H]2O)c3c(O)cc(O)c(C(=O)CCc4ccc(O)cc4)c3O)[C@@H](O)C(O)[C@H]1O
Carambolaside G;C[C@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](C)O[C@H]([C@@H]2OC(=O)\C=C/c3ccccc3)c4c(O)cc(O)c(C(=O)CCc5ccc(O)cc5)c4O)[C@H](O)[C@@H](O)[C@H]1O
Castillene E;OC(Cc1ccccc1)C(=O)c2ccc3occc3c2O
Ceratiolin;CC1=C(O)C(C)(O)C(=O)C(=C1O)C(=O)CCc2ccccc2
Chamuvaritin;Oc1ccccc1Cc2c(O)c(C(=O)CCc3ccccc3)c(O)c4Cc5ccccc5Oc24
Cinnabarone;COc1ccc(CCC(c2ccc(O)cc2)c3cc(CCC(=O)c4ccc(O)cc4)c(O)cc3OC)c(O)c1
Coatline A;OCC1O[C@H]([C@H](O)C(O)[C@@H]1O)c2c(O)ccc(C(=O)[C@H](O)Cc3ccc(O)cc3)c2O
Coatline B;OCC1O[C@H]([C@H](O)C(O)[C@@H]1O)c2c(O)ccc(C(=O)[C@H](O)Cc3ccc(O)c(O)c3)c2O
Cochinchinenin A;COc1cccc(OC)c1CCC(=O)c2ccc(O)cc2
Cochinchinenin;COc1cc(O)ccc1CCC(c2ccc(O)cc2)c3cc(CCC(=O)c4ccc(O)cc4)c(O)cc3O
Confusoside;OCC1O[C@@H](Oc2ccc(C(=O)CCc3ccc(O)cc3)c(O)c2)[C@@H](O)C(O)[C@@H]1O
Corymbone A;Cc1c(O)c(C(CCc2ccccc2)C3=C(O)C(C)(C)C(=O)C(C)(C)C3=O)c(O)c(C(=O)CCc4ccccc4)c1O
Corymbone B;CC(C)CC(C1=C(O)C(C)(C)C(=O)C(C)(C)C1=O)c2c(O)c(C)c(O)c(C(=O)CCc3ccccc3)c2O
Crotaramin;COc1ccc(CCC(=O)c2ccc3OC(C)(C)C=Cc3c2O)cc1
Crotin;CC1(C)Oc2ccc(C(=O)CCc3ccc(O)c(O)c3)c(O)c2C=C1
Daemonorol F;COc1cc(O)c(C)c(O)c1CCC(=O)c2ccccc2
Davidigenin;Oc1ccc(CCC(=O)c2ccc(O)cc2O)cc1
Davidioside;OCC1O[C@@H](Oc2cc(O)ccc2C(=O)CCc3ccc(O)cc3)[C@@H](O)C(O)[C@@H]1O
Dennisic acid A;COc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1C(C=C(C)C)c3cc(cc(CC=C(C)C)c3O)C(=O)O
Dihydro-rottlerin;CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3C=CC(C)(C)Oc3c(C(=O)CCc4ccccc4)c2O)c1O
Dihydrocalythropsin;COc1ccc(C(=O)CCc2ccc(O)c(O)c2)c(O)c1
Dihydrochalcone M 1;CC(=CCC\C(=C\Cc1c(O)cc(O)c(C(=O)CCc2ccc(O)c(CC=C(C)C)c2)c1O)\C)C
Dihydrochalcone M 2;CC(=CCC\C(=C\Cc1c(O)cc(O)c(C(=O)CCc2ccc(O)cc2)c1O)\C)C
Dihydroflavokawain B;COc1cc(O)c(C(=O)CCc2ccccc2)c(OC)c1
Dihydrolophirone C;Oc1ccc(cc1)[C@H]2Oc3ccc(CCC(=O)c4ccc(O)cc4O)cc3[C@@H]2C(=O)c5ccc(O)cc5O
Dihydromonospermoside;OCC1O[C@@H](Oc2cc(CCC(=O)c3ccc(O)cc3O)ccc2O)[C@@H](O)C(O)[C@@H]1O
Dihydropashanone;COc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1OC
Diuvaretin;COc1c(Cc2ccccc2O)c(O)c(Cc3ccccc3O)c(O)c1C(=O)CCc4ccccc4
Elastichalcone A;CC(=CCc1c(O)c(cc2C=CC(C)(C)Oc12)C(=O)CCc3ccc(O)cc3)C
Elastichalcone B;CC(=CCc1c(O)c2OC(C)(C)CCc2cc1CCC(=O)c3ccc(O)cc3O)C
Erioschalcone A;COc1ccc(CCC(=O)c2ccc(O)c(CC=C(C)C)c2O)cc1
Erioschalcone B;CC(=CCc1c(O)ccc(C(=O)CCc2ccccc2)c1O)C
Evelynin A;COC1=CC(=O)C(=C(OC)C1=O)CCC(=O)c2ccc(OC)c(OC)c2
Evelynin B;COC1=CC(=O)C(=C(OC)C1=O)CCC(=O)c2ccc3OCOc3c2
Flavokavain C;COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(OC)c1
Flavokawine A;COc1ccc(CCC(=O)c2c(O)cc(OC)cc2OC)cc1
Fleminchalcone A;COc1ccc(CCC(=O)c2c(O)c(CC=C(C)C)c3OC(C)(C)C(O)Cc3c2O)cc1
Fleminchalcone B;COc1ccc(CCC(=O)c2ccc3OC(C)(C)C(O)Cc3c2O)cc1
Fleminchalcone C;COc1ccc(CCC(=O)c2c(O)c3C=CC(C)(C)Oc3c4CC(Oc24)C(C)(C)O)cc1
Flemingichalcone;COc1ccc(CCC(=O)c2c(O)c(CC=C(C)C)c(O)c3CC(Oc23)C(C)(C)O)cc1
Gancaonin J;CC(=CCc1cc(C(=O)CCc2ccc(O)cc2)c(O)c(CC=C(C)C)c1O)C
Glycyphyllin A;CC1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc3ccc(O)cc3)[C@@H](O)C(O)[C@H]1O
Glycyphyllin B;CC1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc3ccc(O)c(O)c3)[C@H](O)C(O)[C@@H]1O
Hesperetin dihydrochalcone glucoside;COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3OC(CO)[C@@H](O)C(O)[C@@H]3O)cc2O)cc1O
Hesperetin dihydrochalcone;COc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1O
Hesperidin dihydrochalcone;COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3OC(CO[C@@H]4OC(C)[C@@H](O)C(O)[C@H]4O)[C@@H](O)C(O)[C@@H]3O)cc2O)cc1O
Hexahydrokuraridin;COc1cc(O)c(CC(CCC(C)C)C(C)C)c(O)c1C(=O)CCc2ccc(O)cc2O
Hostmanin A;COc1cc(O)c(C(=O)CCc2ccccc2)c3O[C@]4(C)CC[C@@H](C(C)C)[C@@H](C4)c13
Hostmanin B;COc1cc(O)c(C(=O)CCc2ccccc2)c3O[C@]4(C)CC[C@H](C(C)C)[C@@H](C4)c13
Hostmanin C;COc1cc(O)c(C(=O)CCc2ccccc2)c3O[C@H]4[C@H]([C@H](CC[C@@]4(C)O)C(C)C)c13
Iryantherin A (R);COc1ccc(CCC(=O)c2c(O)c([C@H](C=C)c3ccc(O)cc3)c(O)cc2OC)cc1
Iryantherin A (S);COc1ccc(CCC(=O)c2c(O)c([C@@H](C=C)c3ccc(O)cc3)c(O)cc2OC)cc1
Iryantherin B;COc1ccc(CCC(=O)c2c(O)c([C@H]([C@H](C)[C@@H](C)Cc3ccc(O)cc3)c4ccc(O)cc4)c(O)cc2OC)cc1
Iryantherin C;COc1ccc(CCC(=O)c2c(O)c3C(C(C)C(C)Cc4ccc(O)cc4)c5cc(O)c(O)cc5Oc3cc2OC)cc1
Iryantherin G;COc1ccc(CCC(=O)c2c(O)cc(O)c([C@H]([C@H](C)[C@@H](C)Cc3ccc(O)cc3)c4ccc(O)cc4)c2O)cc1
Iryantherin H;COc1ccc(CCC(=O)c2c(O)cc(O)c([C@H]([C@@H](C)[C@H](C)Cc3ccc(O)cc3)c4ccc(O)cc4)c2O)cc1
Iryantherin I;COc1cc(O)c([C@H]([C@H](C)[C@@H](C)Cc2ccc(O)cc2)c3ccc(O)cc3)c(O)c1C(=O)CCc4ccc5OCOc5c4
Iryantherin J;C[C@H](Cc1ccc(O)cc1)[C@H](C)[C@H](c2ccc(O)cc2)c3c(O)cc(O)c(C(=O)CCc4ccc5OCOc5c4)c3O
Iryantherin K;COc1ccc(CCC(=O)c2c(O)c([C@@H]([C@H](C)[C@@H](C)Cc3ccc(O)cc3)c4ccc(O)cc4)c(O)cc2OC)cc1
Ismaeloside A;OCC1O[C@@H](Oc2cc(O)ccc2C(=O)[C@H](O)Cc3ccc(O)cc3)[C@@H](O)C(O)[C@@H]1O
Isochamuvaritin;Oc1ccccc1Cc2c(O)c3Cc4ccccc4Oc3c(C(=O)CCc5ccccc5)c2O
Isomacatrichocarpin C;CC(=CCc1cc(CCC(=O)c2c(O)cc(O)cc2O)ccc1O)C
Isosakuranetin dihydrochalcone;COc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1
Isotriuvaretin;COc1c(Cc2ccccc2O)c(O)c(Cc3cc(Cc4ccccc4O)ccc3O)c(O)c1C(=O)CCc5ccccc5
Isouvaretin;COc1c(Cc2ccccc2O)c(O)cc(O)c1C(=O)CCc3ccccc3
Kanzonol Y;CC(=CCc1cc(C[C@@H](O)C(=O)c2cc(CC=C(C)C)c(O)cc2O)ccc1O)C
Kwangsienin B;COc1c(O)c(OC)c(C(=O)CCc2ccccc2)c(O)c1OC
Licoagroside F;OCC1O[C@@H](O[C@@H](Cc2ccc(O)cc2)C(=O)c3ccc(O)cc3O)[C@@H](O)C(O)[C@@H]1O
Littorachalcone;Oc1ccc(C(=O)CCc2ccc(Oc3ccc(CCC(=O)c4ccc(O)cc4O)cc3O)cc2)c(O)c1
Longicaudatin;COC(=O)c1ccc(O)c(c1)c2oc3c(C(=O)CCc4ccccc4)c(O)cc(OC)c3c2
Loureirin A;COc1ccc(CCC(=O)c2ccc(O)cc2)c(OC)c1
Loureirin B;COc1cc(OC)c(CCC(=O)c2ccc(O)cc2)c(OC)c1
Loureirin C;COc1cc(O)ccc1CCC(=O)c2ccc(O)cc2
Loureirin D;COc1cc(O)cc(O)c1CCC(=O)c2ccc(O)cc2
Lusianin;COc1ccc(CCC(=O)c2ccc(O)c(OC)c2O)cc1
Macatrichocarpin C;COc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1CC=C(C)C
Macatrichocarpin D;COc1cc(O)c(C(=O)CCc2ccc(OC)c(CC=C(C)C)c2)c(O)c1
Myrigalone A;CC1C(=O)C(C(=O)CCc2ccccc2)C(=O)C(C)(C)C1=O
Myrigalone B;COc1c(C)c(O)c(C(=O)CCc2ccccc2)c(O)c1C
Myrigalone D;COc1c(C)c(O)c(C)c(O)c1C(=O)CCc2ccccc2
Myrigalone E;COc1cc(OC)c(C(=O)CCc2ccccc2)c(O)c1C
Myrigalone G;COc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1C
Myrigalone H;COc1cc(O)c(C)c(O)c1C(=O)CCc2ccccc2
naringin-dihydrochalcone;C[C@H]1O[C@@H](OC2C(O)[C@H](O)[C@@H](CO)O[C@H]2Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)C(O)C(O)[C@@H]1O
not_in_scifinder_11;CC1(C)COc2ccc(CCC(=O)c3c(O)cc4OC(C)(C)CCc4c3O)cc2C1
not_in_scifinder_12;CC1(C)CCc2c(O)c(C(=O)CCc3ccc4C[C@@H]5C(C)(C)CCC[C@]5(C)Oc4c3)c(O)cc2O1
not_in_scifinder_13;O[C@@H]1CO[C@@H](O[C@H](Cc2ccc(O)c(O)c2)C(=O)c3ccc(O)cc3O)[C@@H](O)C1O
not_in_scifinder_14;OC1[C@H](O)C(COC(=O)c2ccc(O)cc2)O[C@@H](Oc3cc(O)c(C(=O)CCc4ccc(O)c(O)c4)c(O)c3)[C@H]1O
not_in_scifinder_15;OCC1O[C@@H](Oc2cc(O)c(C(=O)CCc3ccccc3O)c(O)c2)[C@@H](O)C(OC(=O)c4ccc(O)cc4)[C@@H]1OC(=O)c5ccc(O)cc5
not_in_scifinder_16;O[C@@H]1[C@H](Oc2cc(O)c(C(=O)CCc3ccccc3O)c(O)c2)OC(COC(=O)c4ccc(O)cc4)[C@@H](OC(=O)c5ccc(O)cc5)C1O
not_in_scifinder_18;COc1cc(CCC(=O)c2c(O)cccc2O)cc(OC)c1OC
not_in_scifinder_19;COc1c(O)cc(cc1O)C(=O)CCc2ccc(O)cc2
not_in_scifinder_20;COc1ccc(cc1)C(=O)CCc2c(O)c(C)c(O)c(C)c2O
not_in_scifinder_21;Oc1cc(O)c(C(=O)CCc2ccccc2O)c(O)c1
not_in_scifinder_22;Oc1cccc(CCC(=O)c2ccc(O)cc2O)c1
not_in_scifinder_4;COc1ccc(CCC(=O)c2c(O)c(C)cc(C)c2O)cc1
not_in_scifinder_6;COc1cc(OC)c(C(=O)CCc2ccc(O)cc2)c(O)c1O
not_in_scifinder_7;COc1c(O)c(OC)c(C(=O)CCc2ccccc2)c(OC)c1O
not_in_scifinder_8;COc1ccc(CCC(=O)c2ccc(OC)c(OC)c2OC)c(O)c1O
not_in_scifinder_9;COC(=O)c1ccc(O[C@H](C=C(C)C)c2c(O)c(C(=O)CCc3ccc(O)cc3)c(O)cc2OC)c(O)c1
Nothofagin;OCC1O[C@H]([C@@H](O)C(O)[C@@H]1O)c2c(O)cc(O)c(C(=O)CCc3ccc(O)cc3)c2O
Ovalitenin B;CO[C@@H](CC(=O)c1ccc2occc2c1OC)c3ccccc3
Oxymacatrichocarpin C;COc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1CC(O)C(=C)C
Phloretin 3',5'-di-C-glucoside;OCC1O[C@H]([C@@H](O)C(O)[C@@H]1O)c2c(O)c([C@@H]3OC(CO)[C@@H](O)C(O)[C@@H]3O)c(O)c(C(=O)CCc4ccc(O)cc4)c2O
Phloretin tetraacetate;CC(=O)Oc1ccc(CCC(=O)c2c(OC(=O)C)cc(OC(=O)C)cc2OC(=O)C)cc1
Phloretin xyloglucoside;O[C@H]1CO[C@H](OCC2O[C@@H](Oc3cc(O)cc(O)c3C(=O)CCc4ccc(O)cc4)[C@@H](O)C(O)[C@@H]2O)[C@H](O)C1O
Phloretin;Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1
Phloridzin;OCC1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc3ccc(O)cc3)[C@@H](O)C(O)[C@@H]1O
Pierotin A;COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(O)c1Cc3c(O)c(C(=O)CCc4ccc(O)cc4)c(O)cc3OC
Pierotin B;COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c3oc4cc(O)c(O)cc4c13
Piperaduncin A;COC(=O)c1ccc(OC(C=C(C)C)c2c(O)c(C(=O)CCc3ccccc3)c(O)cc2OC)c(O)c1
Piperaduncin B;COC(=O)c1ccc(O)c(c1)[C@H]2[C@@H](Oc3c2c(OC)cc(O)c3C(=O)CCc4ccccc4)C(C)(C)O
Piperaduncin C;COc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1Cc3c(O)c(C(=O)CCc4ccccc4)c(O)cc3OC
Polygonatone D;COc1cc(O)c(C)c(O)c1C(=O)CCc2ccc(O)cc2
Ponganone IX;COC(CC(=O)c1ccc2occc2c1OC)c3ccc4OCOc4c3
Ponganone VII;COc1ccc(C(=O)CCc2ccc3OCOc3c2)c(OC)c1
Ponganone VIII;COC(CC(=O)c1cc(OC)c2OC(C)(C)C=Cc2c1OC)c3ccc4OCOc4c3
Rhodomyrtosone E;CC(C)CC1C2=C(Oc3cc(O)c(C(=O)CCc4ccccc4)c(O)c13)C(C)(C)C(=O)C(C)(C)C2=O
Rocymosin B;OCC1O[C@@H](Oc2cc(O)ccc2C(=O)CC(O)c3ccc(O)cc3)[C@@H](O)C(O)[C@@H]1O
Sakenin A;C\C(=C/Cc1c(O)c(O)ccc1CCC(=O)c2ccc(O)cc2O)\CCCC(C)(C)O
Sakenin B (R);C\C(=C/Cc1c(O)c(O)ccc1CCC(=O)c2ccc(O)cc2O)\CC[C@@H](O)C(C)(C)O
Sakenin B (S);C\C(=C/Cc1c(O)c(O)ccc1CCC(=O)c2ccc(O)cc2O)\CC[C@H](O)C(C)(C)O
Sakenin C (R);CC(=CCCC(=C)[C@H](O)Cc1c(O)c(O)ccc1CCC(=O)c2ccc(O)cc2O)C
Sakenin C (S);CC(=CCCC(=C)[C@@H](O)Cc1c(O)c(O)ccc1CCC(=O)c2ccc(O)cc2O)C
Sakenin D;CC1(C)[C@H](O)CC[C@]2(C)Oc3c(O)ccc(CCC(=O)c4ccc(O)cc4O)c3C[C@H]12
Sakenin E;CC1(C)Oc2c(O)ccc(CCC(=O)c3ccc(O)cc3O)c2[C@H]4[C@H](O)[C@](C)(O)CC[C@@H]14
Sakenin F;CC(=CCCC(C)(O)C1Cc2c(CCC(=O)c3ccc(O)cc3O)ccc(O)c2O1)C
Sakenin G;Oc1ccc(C(=O)CCc2ccc(O)c3occc23)c(O)c1
Sakenin H (R);CO[C@H]1Cc2c(CCC(=O)c3ccc(O)cc3O)ccc(O)c2O1
Schoepfiajasmin A;OC[C@H]1O[C@@H]([C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O)c3c(O)ccc(C(=O)CCc4ccccc4)c3O
Schoepfin A;OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2c(O)ccc(C(=O)CCc3ccc(O)cc3)c2O
Schoepfin B;OC[C@H]1O[C@@H]([C@H](O)[C@@H](O)[C@@H]1O)c2c(O)ccc(C(=O)CCc3ccccc3)c2O
Sieboldin;OCC1O[C@@H](Oc2cc(O)c(C(=O)CCc3ccc(O)c(O)c3)c(O)c2)[C@@H](O)C(O)[C@@H]1O
Taccabulin A;COc1cc(OC)c(CCC(=O)c2ccc(OC)c(O)c2)c(OC)c1
Taccabulin B;COc1ccc(cc1OC)C(=O)CCc2c(OC)cc(OC)c(OC)c2OC
Taccabulin C;COc1cc(O)c(CCC(=O)c2ccc(O)c(OC)c2)c(OC)c1
Taccabulin D;COc1cc(OC)c(CCC(=O)c2ccc(O)c(OC)c2)c(OC)c1
Taccabulin E;COc1cc(OC)c(CCC(O)c2ccc3OCOc3c2)c(OC)c1
Tetrahydro-rottlerin;CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3CCC(C)(C)Oc3c(C(=O)CCc4ccccc4)c2O)c1O
Thalassodendrone;COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(O[C@H]3OC(CO[C@@H]4OC(C)[C@@H](O)C(O)[C@H]4O)[C@@H](O)C(O)[C@@H]3O)c1
Trianguletin;COc1ccc(cc1)C2=C(O)C(=O)c3c(O)cc(O)c(Cc4c(O)c(C(=O)CCc5ccccc5)c(O)c(C)c4OC)c3O2
Trilobatin-2-acetat;CC(=O)O[C@H]1C(O)[C@H](O)C(CO)O[C@H]1Oc2cc(O)c(C(=O)CCc3ccc(O)cc3)c(O)c2
Trilobatin;OCC1O[C@@H](Oc2cc(O)c(C(=O)CCc3ccc(O)cc3)c(O)c2)[C@@H](O)C(O)[C@@H]1O
Triuvaretin;COc1c(Cc2cc(Cc3ccccc3O)ccc2O)c(O)c(Cc4ccccc4O)c(O)c1C(=O)CCc5ccccc5
Uvangoletin;COc1cc(O)cc(O)c1C(=O)CCc2ccccc2
Uvaretin;COc1cc(O)c(Cc2ccccc2O)c(O)c1C(=O)CCc3ccccc3
Vacciniifolin;OCC1O[C@@H](Oc2ccc(C(=O)CCc3ccc(O)c(O)c3)c(O)c2)[C@@H](O)C(O)[C@@H]1O
Verbenachalcone;COc1cc(CCC(=O)c2ccc(O)cc2O)ccc1Oc3cc(CCC(=O)c4ccc(O)cc4O)ccc3O
Zosterin;CC(=O)Oc1cc(O[C@@H]2OC(CO)[C@@H](O)C(O)[C@H]2O)c(C(=O)CCc3ccc(O)cc3)c(OC(=O)C)c1
